,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1314,"Amsterdam, North Holland, The Netherlands",within a day,80,21,f,Volewijck,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Oud-Noord,52.39333,4.91358,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Luggage dropoff allowed"", ""Board games"", ""Extra pillows and blankets"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""Drying rack for clothing"", ""Cleaning before checkout"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""High chair"", ""EV charger"", ""Bed linens"", ""Microwave"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Baby bath"", ""Body soap"", ""Host greets you"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Changing table"", ""Baby monitor""]",160.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,17,47,77,352,81,2,0,2016-09-04,4.84,4.84,4.68,4.96,4.96,4.64,4.63,f,1,1,0,0,0.91
1315,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Oud-West,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,De Baarsjes - Oud-West,52.36794,4.87251,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""First aid kit"", ""Shampoo"", ""Kitchen"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Washer"", ""Wifi"", ""Essentials""]",104.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,0,0,0,0,20,0,0,2019-06-03,4.84,5.0,4.63,4.95,5.0,4.84,4.74,f,1,1,0,0,0.37
1316,"Amsterdam, North Holland, Netherlands",unknown,0,100,f,unknown,0,0,"['email', 'phone']",t,t,Oud-Noord,52.39896,4.90301,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Dedicated workspace: table"", ""Hot water kettle"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Cleaning products"", ""Babysitter recommendations"", ""Refrigerator"", ""Long term stays allowed"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Coffee maker"", ""Room-darkening shades"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Laundromat nearby"", ""Private entrance"", ""Backyard"", ""High chair"", ""Bed linens"", ""Microwave"", ""Paid parking on premises"", ""Central heating"", ""Baby bath"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Oven"", ""Dishwasher"", ""Free carport on premises"", ""Paid street parking off premises"", ""Freezer"", ""Patio or balcony"", ""Changing table"", ""Wine glasses""]",114.0,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,0,0,0,132,2,2,0,2021-08-08,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1,1,0,0,0.4
1317,"Amsterdam, North Holland, Netherlands",unknown,0,67,f,Banne Buiksloot,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,Noord-West,52.40469,4.90798,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,"[""Free parking on premises"", ""Cooking basics"", ""Kitchen"", ""Microwave"", ""Smoke alarm"", ""TV"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Patio or balcony"", ""Fire extinguisher"", ""Wifi"", ""Essentials""]",123.0,2,60,2.0,2.0,60.0,60.0,2.0,60.0,t,10,40,70,341,121,0,0,2018-04-21,4.55,4.67,4.59,4.79,4.84,4.29,4.45,f,2,1,0,1,1.47
1318,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,De Pijp,2,2,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,f,De Pijp - Rivierenbuurt,52.35551,4.89749,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Lockbox"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Children\u2019s books and toys"", ""Cable TV"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",175.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,11,0,0,2020-07-27,4.82,4.91,4.82,5.0,5.0,4.91,4.55,f,1,1,0,0,0.25
1319,"Amsterdam, North Holland, Netherlands",within an hour,99,99,f,Grachtengordel,22,22,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.36479,4.88033,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""First aid kit"", ""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Shampoo"", ""Private entrance"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Iron"", ""Essentials""]",75.0,7,1125,4.0,7.0,1125.0,1125.0,6.8,1125.0,t,1,17,17,254,1,1,1,2021-11-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,22,22,0,0,1.0
1320,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,Zeeburg,1,1,"['email', 'phone', 'reviews']",t,f,Oostelijk Havengebied - Indische Buurt,52.374493,4.948655,Private room in guest suite,Private room,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Waterfront"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Microwave"", ""Cable TV"", ""Host greets you"", ""Nespresso machine"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",125.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,24,54,84,359,39,1,0,2019-05-26,4.92,5.0,5.0,4.95,5.0,4.56,4.79,f,1,0,1,0,0.64
1321,"Amsterdam, North Holland, Netherlands",within a day,100,75,f,unknown,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,De Baarsjes - Oud-West,52.3585,4.8551,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Board games"", ""Paid parking lot on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hair dryer"", ""Sonos (connect with wifi) sound system"", ""Ethernet connection"", ""Dryer"", ""Safe"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""Cleaning products"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Dedicated workspace: desk and office chair"", ""Outdoor furniture"", ""Essentials"", ""Stainless steel gas stove"", ""Coffee maker"", ""Indoor fireplace"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Laundromat nearby"", ""Private entrance"", ""Paid parking garage off premises"", ""Bed linens"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Central heating"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""Host greets you"", ""52\"" HDTV with Amazon Prime Video, Netflix, Chromecast"", ""Nespresso machine"", ""Dishwasher"", ""Conditioner"", ""Shared patio or balcony"", ""Freezer"", ""Free washer \u2013 In unit"", ""Smeg refrigerator"", ""Wine glasses""]",275.0,4,1125,3.0,4.0,1125.0,1125.0,3.9,1125.0,t,14,14,14,14,15,1,0,2021-05-14,5.0,5.0,4.86,4.93,5.0,4.71,4.79,f,1,1,0,0,0.34
1322,"Amsterdam, North Holland, Netherlands",within an hour,100,100,f,Oost,1,1,"['email', 'phone', 'reviews']",t,f,IJburg - Zeeburgereiland,52.36122,4.97921,Private room in residential home,Private room,2,1.5 baths,1.577414409810935,1.0,"[""Hangers"", ""Extra pillows and blankets"", ""Hair dryer"", ""Coffee maker"", ""Shampoo"", ""Host greets you"", ""Private entrance"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Paid parking on premises"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishes and silverware"", ""Bed linens"", ""Heating"", ""Wifi"", ""Ethernet connection"", ""Essentials""]",55.0,1,7,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,17,47,77,161,70,12,0,2021-08-17,4.62,4.8,4.88,4.84,4.84,4.74,4.51,t,2,0,2,0,1.88
1323,"Amsterdam, North Holland, The Netherlands",within a day,100,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Bos en Lommer,52.37602,4.83898,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,1.9564237415477086,"[""Free parking on premises"", ""Hair dryer"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Iron"", ""Hangers"", ""Free street parking"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Paid parking on premises"", ""Elevator"", ""Host greets you"", ""Dedicated workspace"", ""Heating""]",333.0,29,1125,1.0,30.0,1125.0,1125.0,25.2,1125.0,t,0,0,0,0,31,0,0,2019-09-14,4.77,4.73,4.57,4.9,4.93,4.4,4.67,f,1,1,0,0,0.61
1324,NL,within a day,78,78,f,unknown,0,0,"['email', 'phone']",t,f,Bos en Lommer,52.38205,4.85851,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,"[""Air conditioning"", ""First aid kit"", ""Security cameras on property"", ""Smoke alarm"", ""TV"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer"", ""Fire extinguisher"", ""Wifi""]",90.0,10,90,10.0,10.0,1125.0,1125.0,10.0,1125.0,t,30,60,90,365,1,1,1,2021-11-26,2.0,2.0,2.0,2.0,2.0,4.0,1.0,t,2,0,2,0,1.0
1325,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,unknown,0,0,"['email', 'phone']",t,t,Zuid,52.3601,4.88193,Room in hotel,Private room,2,1 private bath,1.0,1.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Sound system"", ""Extra pillows and blankets"", ""Hair dryer"", ""Iron"", ""Safe"", ""Hangers"", ""Record player"", ""Dining table"", ""TV with standard cable"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Building staff"", ""Essentials"", ""First aid kit"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""High chair"", ""Bed linens"", ""Carbon monoxide alarm"", ""Clothing storage"", ""Body soap"", ""Cable TV"", ""Nespresso machine"", ""Conditioner"", ""Dedicated workspace"", ""Heating""]",134.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,65,6,6,0,2021-10-10,4.83,5.0,4.83,5.0,4.67,5.0,4.83,t,6,0,6,0,0.91
1326,"Amsterdam, North Holland, Netherlands",unknown,0,0,t,Oud-Zuid,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Zuid,52.35123,4.86009,Entire rental unit,Entire home/apt,2,1 bath,2.0,1.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Stove"", ""Fast wifi \u2013 302 Mbps"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Refrigerator"", ""Sonos sound system"", ""Fire extinguisher"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Freezer"", ""Paid parking off premises"", ""Host greets you"", ""Nespresso machine"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",139.0,3,7,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,1,4,34,34,51,1,1,2020-07-24,5.0,4.9,4.92,4.98,5.0,4.92,4.82,f,1,1,0,0,0.66
1327,"Amsterdam, North Holland, Netherlands",within a few hours,100,100,f,De Wallen,2,2,"['email', 'phone', 'reviews']",t,f,Centrum-West,52.37125,4.89474,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,"[""First aid kit"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Private entrance"", ""TV"", ""Heating"", ""Smoke alarm"", ""Dedicated workspace"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Essentials""]",190.0,3,4,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,2,2,2,2021-11-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,2.0
1328,"Amsterdam, North Holland, Netherlands",within a day,100,50,f,De Pijp,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,De Pijp - Rivierenbuurt,52.35208,4.90807,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Single level home"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Bed linens"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Lockbox""]",69.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,5,2,0,2021-09-10,4.4,4.4,3.6,5.0,5.0,5.0,4.2,f,1,1,0,0,0.33
1329,"Amsterdam, North Holland, Netherlands",unknown,0,100,f,Zeeburg,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,Oostelijk Havengebied - Indische Buurt,52.37462,4.93523,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Elevator"", ""Cable TV"", ""Freezer"", ""Paid parking off premises"", ""Bathtub"", ""Toaster"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",189.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,13,3,0,2021-08-08,4.85,4.69,4.54,4.69,4.85,4.77,4.46,f,1,1,0,0,0.53
1330,"Amsterdam, North Holland, Netherlands",within an hour,100,83,f,Tuindorp Buiksloot,0,0,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,Oud-Noord,52.39205,4.92644,Entire residential home,Entire home/apt,6,1.5 baths,4.0,4.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Game console"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Window guards"", ""Cooking basics"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Indoor fireplace"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Microwave"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Paid parking off premises"", ""Bathtub"", ""Oven"", ""Dishwasher"", ""Heating"", ""Patio or balcony""]",450.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,5,0,0,2019-08-25,4.6,4.4,4.0,4.8,4.8,4.6,4.6,t,2,1,1,0,0.17
1331,"Amsterdam, North Holland, The Netherlands",within an hour,100,100,t,Banne Buiksloot,1,1,"['email', 'phone', 'reviews', 'selfie', 'identity_manual']",t,t,Oud-Noord,52.39984,4.92056,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire pit"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""High chair"", ""Carbon monoxide alarm"", ""Cable TV"", ""Host greets you"", ""Private patio or balcony"", ""Private fenced garden or backyard"", ""Dedicated workspace"", ""Heating""]",110.0,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,243,135,7,0,2020-01-03,4.82,4.84,4.89,4.94,4.84,4.71,4.64,t,1,1,0,0,1.47
1332,"Amsterdam, Noord-Holland, The Netherlands",within a few hours,100,73,f,unknown,6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,Westerpark,52.38563,4.88134,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,"[""Cable TV"", ""Extra pillows and blankets"", ""Hair dryer"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Private entrance"", ""Dedicated workspace"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Refrigerator"", ""Bed linens"", ""Heating"", ""Wifi"", ""Carbon monoxide alarm"", ""Iron"", ""Essentials""]",80.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,18,19,19,19,4,4,2,2021-11-10,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,4,4,0,0,4.0
1333,Netherlands,within a day,100,86,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,De Baarsjes - Oud-West,52.36768,4.85106,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Stove"", ""Lockbox"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Iron"", ""Cooking basics"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""TV"", ""Bed linens"", ""Microwave"", ""Paid parking off premises"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",145.0,2,3,1.0,3.0,3.0,3.0,2.7,3.0,t,15,15,15,15,41,2,0,2019-10-20,4.95,5.0,4.9,4.92,5.0,4.51,4.64,f,2,2,0,0,0.95
1334,"Providence, Rhode Island, United States",within an hour,100,100,f,unknown,0,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,De Baarsjes - Oud-West,52.3645,4.86025,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Wifi""]",71.0,4,40,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,7,10,10,10,2,1,0,2021-08-22,4.5,5.0,4.0,5.0,5.0,5.0,4.0,t,1,1,0,0,0.12
1335,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Oostelijke Eilanden en Kadijken,0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.36884,4.91788,Entire loft,Entire home/apt,2,1 bath,1.577414409810935,1.0,"[""First aid kit"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Smoke alarm"", ""Waterfront"", ""Private entrance"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Iron"", ""Essentials""]",125.0,7,14,7.0,7.0,14.0,14.0,7.0,14.0,t,0,0,0,0,3,0,0,2020-01-05,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1,1,0,0,0.13
1336,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,5,5,"['email', 'phone', 'reviews']",t,f,De Aker - Nieuw Sloten,52.34773,4.80685,Private room in residential home,Private room,2,1 bath,1.0,1.0,"[""Air conditioning"", ""First aid kit"", ""Hangers"", ""Free parking on premises"", ""Breakfast"", ""Hair dryer"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Dryer"", ""Iron"", ""Essentials""]",350.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,30,60,90,365,0,0,0,0,0,0,0,0,0,0,0,t,5,0,5,0,0
1337,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'work_email']",t,t,Buitenveldert - Zuidas,52.32322,4.88,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,"[""Body soap"", ""Hangers"", ""Extra pillows and blankets"", ""Hair dryer"", ""Shampoo"", ""Shower gel"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Bed linens"", ""Washer"", ""Wifi"", ""Portable fans"", ""Dryer"", ""Iron"", ""Essentials""]",65.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,1,0,0,2020-09-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,0,2,0,0.07
1338,"Amsterdam, North Holland, The Netherlands",within an hour,100,100,f,Jordaan,2,2,"['email', 'phone', 'reviews', 'jumio']",t,f,Centrum-West,52.37427,4.88327,Houseboat,Entire home/apt,2,1 bath,1.0,1.0,"[""Extra pillows and blankets"", ""Hair dryer"", ""Waterfront"", ""Washer"", ""Game console"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cable TV"", ""Bathtub"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",150.0,1,1124,1.0,3.0,1125.0,1125.0,1.9,1125.0,t,1,1,1,2,152,17,0,2021-10-01,4.87,4.89,4.91,4.94,4.95,4.96,4.64,t,1,1,0,0,2.84
1339,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,De Baarsjes - Oud-West,52.37004,4.86469,Entire residential home,Entire home/apt,4,1.5 baths,4.0,4.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Barbecue utensils"", ""Private entrance"", ""BBQ grill"", ""Backyard"", ""Bed linens"", ""Microwave"", ""Children\u2019s books and toys"", ""Paid parking off premises"", ""Bathtub"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Lockbox""]",260.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,26,0,0,2018-06-03,4.88,4.92,4.96,5.0,4.88,4.69,4.88,f,1,1,0,0,0.49
1340,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Oosterparkbuurt,1,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t,Oud-Oost,52.35294,4.91728,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""First aid kit"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Kitchen"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Iron"", ""Essentials""]",110.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,28,0,0,2017-09-15,4.78,4.85,4.67,4.56,4.78,4.56,4.44,t,1,1,0,0,0.51
